,Date,Open,High,Low,Close,Volume
0,2012-12-14,48.521,50.396,48.521,49.662,3722524
1,2012-12-17,48.969,50.152,48.969,49.948,253690
2,2012-12-18,50.396,50.886,50.152,50.763,478372
3,2012-12-19,50.886,51.008,50.763,50.926,192914
4,2012-12-20,50.56,51.049,50.478,50.763,92960
5,2012-12-21,50.804,50.886,50.56,50.763,152735
6,2012-12-27,50.723,51.824,50.6,51.579,107912
7,2012-12-28,51.538,51.783,50.763,51.09,30127
8,2013-01-02,51.09,52.19,51.09,52.19,59228
9,2013-01-03,51.783,53.006,51.62,52.924,113051
10,2013-01-04,52.924,53.495,52.924,53.454,38521
11,2013-01-07,53.454,53.821,53.454,53.74,94307
12,2013-01-08,53.74,53.862,49.744,52.19,98220
13,2013-01-09,52.19,52.598,51.09,52.598,44905
14,2013-01-10,52.68,53.006,51.62,52.557,76608
15,2013-01-11,52.19,52.272,51.416,52.272,27618
16,2013-01-14,52.476,52.476,51.416,51.457,197486
17,2013-01-15,51.375,51.375,50.56,50.967,184807
18,2013-01-16,50.56,51.783,49.907,51.375,190895
19,2013-01-17,51.049,52.557,51.049,52.354,129071
20,2013-01-18,52.354,53.618,52.354,53.332,87648
21,2013-01-21,54.311,56.676,54.311,56.676,269352
22,2013-01-22,57.491,63.199,57.41,59.367,500023
23,2013-01-23,61.161,61.976,59.937,61.038,913014
24,2013-01-24,60.998,60.998,59.693,60.345,161419
25,2013-01-25,60.345,61.568,59.937,60.753,102110
26,2013-01-28,60.753,61.895,60.753,61.568,286398
27,2013-01-29,61.732,61.813,61.242,61.487,120613
28,2013-01-30,61.201,61.65,59.937,60.06,169654
29,2013-01-31,59.937,60.223,57.491,58.47,336189
30,2013-02-01,58.633,59.367,58.062,58.918,238472
31,2013-02-04,60.549,60.549,59.163,59.611,135575
32,2013-02-05,60.345,60.549,59.815,59.937,240889
33,2013-02-06,60.182,60.304,59.122,59.326,224894
34,2013-02-07,59.326,59.489,58.266,59.04,104143
35,2013-02-08,58.714,59.53,58.714,59.489,35517
36,2013-02-11,59.448,59.774,59.204,59.53,32495
37,2013-02-12,59.937,59.937,59.204,59.367,42288
38,2013-02-13,59.407,59.856,59.122,59.285,59906
39,2013-02-14,59.122,59.937,59.04,59.937,9090
40,2013-02-15,59.53,59.652,57.165,59.53,18650
41,2013-02-18,59.367,59.367,57.654,57.736,152821
42,2013-02-19,57.491,58.143,56.023,57.083,316036
43,2013-02-20,57.165,58.225,57.165,58.021,31221
44,2013-02-21,57.736,57.736,56.716,57.083,16704
45,2013-02-22,57.083,57.491,56.349,57.083,19161
46,2013-02-25,57.165,58.307,57.083,57.899,30556
47,2013-02-26,57.083,57.858,56.798,57.491,63623
48,2013-02-27,57.573,58.307,57.083,57.083,92772
49,2013-02-28,58.184,58.184,57.165,57.654,40307
